#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
7.271237,0.759694,5.983111,0.000000,0.000000,14.014277
7.518984,0.609077,8.899194,0.000000,0.000000,17.028768
37.912831,0.799035,7.668415,0.000000,0.000000,46.380514
8.550566,0.546394,8.214773,0.000000,0.000000,17.311992
7.347711,0.460859,6.431282,0.000000,0.000000,14.240184
6.466871,0.420001,27.580962,0.000000,0.000000,34.468291
8.197546,0.412215,23.986697,0.000000,0.000000,32.596868
37.472345,0.814239,31.114732,0.000000,0.000000,69.401647
9.153166,0.523390,29.978050,0.000000,0.000000,39.654919
9.032733,0.510721,23.091127,0.000000,0.000000,32.634947
34.485972,0.622680,32.399157,0.000000,0.000000,67.508268
11.515492,0.608406,23.048360,0.000000,0.000000,35.172530
10.859820,0.700100,38.344639,2.146516,2.146516,97.795205
10.716702,0.734960,36.696518,1.863692,1.863692,60.702293
9.301906,0.734526,15.218538,0.000000,0.000000,25.255382
10.099122,0.673497,65.290262,0.000000,0.000000,76.063366
7.887219,0.617663,25.003242,0.000000,0.000000,33.508932
8.448845,0.594523,19.467479,0.000000,0.000000,28.511267
7.564812,0.540337,7.502967,0.000000,0.000000,15.608579
34.982400,0.889878,29.009829,0.000000,0.000000,64.882496
7.871402,0.498282,7.444977,0.000000,0.000000,15.816503
9.260714,0.465657,30.607352,0.000000,0.000000,40.334122
11.199955,0.510498,50.544102,0.000000,0.000000,62.254777
10.849277,0.579072,40.068581,0.000000,0.000000,51.497244
9.926585,0.742669,35.370577,1.799745,1.799745,56.855289
34.070982,0.633412,33.327649,1.894210,1.894210,90.094802
10.304018,0.764589,24.904183,0.000000,0.000000,35.974864
10.410850,0.862362,50.372225,0.000000,0.000000,61.645664
10.907332,0.759545,24.921237,0.000000,0.000000,36.588418
8.997802,0.729693,26.277255,0.000000,0.000000,36.004988
9.066003,0.671330,27.363449,0.000000,0.000000,37.101131
27.683837,0.575677,8.569773,0.000000,0.000000,36.830701
9.295610,0.583375,33.626403,1.692166,1.692166,64.371503
9.348743,0.604821,18.406629,0.000000,0.000000,28.360728
8.456343,0.530363,63.656901,0.000000,0.000000,72.643978
9.615413,0.652595,26.362532,0.000000,0.000000,36.630827
10.970142,0.568589,24.178125,0.000000,0.000000,35.717180
10.456767,0.613341,61.913593,0.000000,0.000000,72.984034
8.652517,0.711906,22.889398,0.000000,0.000000,32.254190
7.806022,0.558316,8.712688,0.000000,0.000000,17.077235
8.309039,0.529078,8.926489,0.000000,0.000000,17.765051
9.060591,0.481049,5.165686,0.000000,0.000000,14.707558
40.600623,0.818400,30.526974,0.000000,0.000000,71.946518
9.496633,0.623409,37.812469,0.000000,0.000000,47.933120
8.709677,0.460650,58.762662,0.000000,0.000000,67.933294
11.153918,0.504179,27.615609,0.000000,0.000000,39.275457
8.504389,0.609113,31.073582,2.259018,2.259018,67.375093
9.347278,0.602956,42.032493,0.000000,0.000000,51.982881
10.255630,0.515303,32.616263,0.000000,0.000000,43.387902
9.685282,0.621488,22.039776,0.000000,0.000000,32.346918
9.477919,0.695675,55.640509,0.000000,0.000000,65.814383
10.248393,0.713070,30.500304,0.000000,0.000000,41.462330
9.811888,0.622635,21.670616,0.000000,0.000000,32.105606
8.969926,0.586753,63.337666,0.000000,0.000000,72.894596
10.721769,0.504850,40.423515,0.000000,0.000000,51.650551
9.813427,0.594300,37.905701,2.109885,2.109885,64.461879
34.134841,0.573182,36.117580,0.000000,0.000000,70.826123
9.267250,0.729611,34.708069,1.965552,1.965552,60.715880
10.032766,0.701203,47.108165,0.000000,0.000000,57.842482
9.710806,0.917801,32.026942,0.000000,0.000000,42.655752
10.357737,0.705012,28.184838,0.000000,0.000000,39.247933
8.595714,0.695548,60.169217,0.000000,0.000000,69.461757
9.871751,0.682007,35.273737,2.936519,2.936519,67.170417
10.148950,0.651773,19.436613,0.000000,0.000000,30.237744
34.397153,0.536229,29.282155,0.000000,0.000000,64.215852
9.206776,0.699834,33.311715,0.000000,0.000000,43.218751
10.239298,0.662104,27.166092,0.000000,0.000000,38.067836
37.210526,0.584254,45.343743,2.604159,2.604159,103.890525
10.383024,0.766252,7.635168,0.000000,0.000000,18.784858
8.936693,0.630188,54.851133,0.000000,0.000000,64.418177
10.179415,0.760762,28.463785,0.000000,0.000000,39.404208
9.684412,0.756406,38.127104,0.000000,0.000000,48.568413
9.730717,0.669976,50.053484,0.000000,0.000000,60.454393
10.618122,0.630697,7.470339,0.000000,0.000000,18.719426
8.648975,0.608026,6.441830,0.000000,0.000000,15.699060
8.626175,0.512647,27.494065,0.000000,0.000000,36.633217
10.577146,0.522451,53.186754,0.000000,0.000000,64.286749
12.637291,0.670937,27.518297,0.000000,0.000000,40.826823
10.509930,0.621790,49.229665,0.000000,0.000000,60.361867
42.604530,0.619246,32.298013,0.000000,0.000000,75.523386
12.054072,0.678252,25.396687,0.000000,0.000000,38.129389
11.117311,0.829766,30.573375,0.000000,0.000000,42.520724
41.716511,0.810154,29.850390,0.000000,0.000000,72.377414
9.964569,0.840302,45.806283,2.730260,2.730260,75.772708
41.321402,0.941055,8.820068,0.000000,0.000000,51.082734
11.232757,0.763959,30.129050,0.000000,0.000000,42.126064
11.269507,0.885504,28.356116,0.000000,0.000000,40.511506
10.337104,0.878844,61.476066,0.000000,0.000000,72.692217
11.206313,0.774162,26.571315,0.000000,0.000000,38.552130
8.162721,0.685709,37.798912,1.563245,1.563245,62.692044
35.854991,0.739965,31.723931,0.000000,0.000000,68.319251
9.127598,0.708974,35.813742,0.000000,0.000000,45.650749
8.532351,0.651221,25.517871,0.000000,0.000000,34.701770
41.659603,0.632058,34.666880,0.000000,0.000000,76.958776
10.023757,0.739619,26.065916,0.000000,0.000000,36.829634
9.984358,1.177918,26.993055,0.000000,0.000000,38.155590
9.497084,0.610926,67.526610,0.000000,0.000000,77.635187
10.435306,1.015510,29.219174,0.000000,0.000000,40.670268
8.951320,0.683308,27.986454,0.000000,0.000000,37.621376
31.689193,0.731299,33.258619,0.000000,0.000000,65.679576
8.146591,0.731352,23.585505,0.000000,0.000000,32.463744
8.670766,0.682916,35.569882,0.000000,0.000000,44.923974
39.700927,0.655176,29.828501,0.000000,0.000000,70.184843
10.089576,0.697572,3.283626,0.000000,0.000000,14.072458
7.969009,0.616038,26.373104,0.000000,0.000000,34.958601
9.916945,0.594147,57.461600,0.000000,0.000000,67.973034
10.840979,0.600656,28.362051,0.000000,0.000000,39.803974
8.987059,0.678848,31.355831,0.000000,0.000000,41.022223
7.909792,0.672593,59.852231,0.000000,0.000000,68.434966
8.234849,0.657394,27.988757,1.988578,1.988578,63.220865
9.865423,0.657057,65.362466,1.460984,1.460984,84.800798
10.211799,0.649003,39.424059,0.000000,0.000000,50.285172
9.994956,0.834083,32.223496,37.574213,37.574213,99.399858
10.288291,0.806049,13.412474,0.000000,0.000000,24.507134
10.373320,0.691019,21.837686,0.000000,0.000000,32.902543
9.283691,0.676935,34.148943,1.738961,1.738961,53.543774
39.610566,0.577967,29.310789,1.349303,1.349303,87.440130
9.810439,0.557424,32.000103,1.563302,1.563302,52.708527
10.088823,0.544389,65.132559,0.993885,0.993885,91.436715
10.577458,0.636895,39.118935,1.386269,1.386269,76.752994
37.878436,0.713009,35.061537,1.041084,1.041084,98.122945
10.873461,0.664460,26.514408,1.090215,1.090215,93.865965
10.632086,0.710499,28.417384,1.095270,1.095270,61.919610
9.786718,0.725274,67.904022,0.981135,0.981135,94.386967
9.942420,0.544196,32.601171,1.090778,1.090778,79.413519
45.243113,0.579058,36.866353,0.915483,0.915483,93.243892
11.426561,0.536493,27.110343,0.000000,0.000000,39.073678
10.448477,0.560166,60.687896,1.076783,1.076783,96.575478
9.639568,0.677715,32.221619,1.072472,1.072472,59.693928
8.663374,0.567194,63.820909,0.000000,0.000000,73.051727
9.870808,0.531829,32.171545,1.263293,1.263293,63.649859
8.595852,0.470675,64.137890,1.312856,1.312856,124.157573
8.398501,0.550477,30.381100,1.602699,1.602699,100.798595
7.774871,0.802565,27.635531,1.630171,1.630171,94.160689
7.965726,0.606250,25.332913,1.630569,1.630569,92.352639
34.102430,0.698892,24.344296,2.453437,2.453437,130.593454
6.730952,0.537798,55.310989,2.009809,2.009809,122.326147
7.884775,0.500294,24.831636,1.975929,1.975929,90.429819
9.648451,0.546420,19.856387,2.052458,2.052458,76.462204
10.234828,0.555252,53.518570,1.564168,1.564168,103.656573
10.246628,0.492022,21.221322,1.710483,1.710483,40.549154
9.930259,0.629522,32.351009,4.382164,4.382164,85.199647
10.744372,0.536854,69.795450,2.511392,2.511392,102.409991
10.090463,0.442140,34.740982,3.309415,3.309415,64.862315
11.514732,0.520875,73.657332,3.616254,3.616254,106.527394
11.954654,0.654486,37.983190,4.412022,4.412022,139.062525
9.551096,0.739327,35.890166,3.467068,3.467068,67.375055
11.418965,0.622003,63.409220,0.000000,0.000000,75.450948
10.585170,0.610342,29.631381,0.000000,0.000000,40.827319
11.350989,0.480247,35.597536,0.000000,0.000000,47.429066
13.062219,0.520596,72.957822,0.000000,0.000000,86.541008
12.036689,0.506226,41.542833,4.903807,4.903807,250.357260
44.861533,0.663315,36.377350,4.304289,4.304289,113.085556
10.967166,0.643196,33.356513,0.000000,0.000000,44.967352
37.880450,0.726207,29.944266,5.715388,5.715388,94.359417
9.929557,0.771084,9.674899,0.000000,0.000000,20.376009
10.842905,0.648054,34.399626,4.092769,4.092769,181.564493
